S. No.,College Name,College Type,State Name
26175,"Subhashanna Kul Shikshan Prasarak Mandal's Subhash Kul College of Engineering, Address: Near Dwarka Milk, Opp. Pune-Solapur Highway, A/p - Kedgaon, Taluka - Daund, District Pune (Id: C-42177)",Affiliated College,Maharashtra
26176,"Subhash Vidya Mandals D.R.Kakade College of Commerce, Pimpalwandi,Tal.Junnar,Dist.Pune 412412 (Id: C-41715)",Affiliated College,Maharashtra
26177,"Suhrud Mandals Pandurang Shyamrao Mulgaonkar Vishesh Adhyapak Mahavidyalaya, Pune 19 (Id: C-41545)",Affiliated College,Maharashtra
26178,"SUKHDEV AND KAMAL SHARMA EDUCATIONAL TRUSTS LEXICON INSTITUTE OF MANAGEMENT EDUCATION, PUNE (Id: C-46640)",Affiliated College,Maharashtra
26179,"SULOCHANA BELHEKAR SAMAJIK AND BAHU UDDIESHIYA SHIKSHAN SANSTHAs SANT DNYANESHWAR INSTITUTE OF MANAGEMENT AND BUSINESS ADMINISTRATION COLLEGE, NEWASA (Id: C-47549)",Recognized Center,Maharashtra
26180,"Sulochana Belhekar Samajik & Bahuuddesheeya Shikshan Sanstha Sant Dnyaneshwar B.Ed.College, Nevasa Phata, Tal.Nevasa, Dist. Ahmednagar (Id: C-41613)",Affiliated College,Maharashtra
26181,"SUMAN RAMESH TULSIYANI CHARITABLE TRUSTS SUMAN RAMESH TULSIANI TECHNICAL CAMPUS FACULTY OF ENGINEERING, PUNE (Id: C-45898)",Recognized Center,Maharashtra
26182,"Sunni Jumma Masjid Education Societys Dr.Mumtaj Ahmed Khan Education College, Manchar, Dist.Pune (Id: C-41526)",Affiliated College,Maharashtra
26183,"Suryadatta College of Fine Arts, Wakad Road,Bavdhan,Pune (Id: C-41390)",Affiliated College,Maharashtra
26184,"SURYADATTA EDUCATION FOUNDATION PUNES SURYADATTA INSTITUTE OF BUSINESS MANAGEMENT AND TECHNOLOGY, PUNE (Id: C-45899)",Recognized Center,Maharashtra
26185,"Suryadatta Education Foundations Suryadatta College of Management and Information Research, Vijaynagar Colony, Sadashiv Peth, Pune 411030 (Id: C-42114)",Recognized Center,Maharashtra
26186,"Suryadatta Education Foundations Suryadatta College of Management Information Research and Technology, Maharshi Karve Nagar, Pune 411005 (Id: C-41793)",Recognized Center,Maharashtra
26187,"Suryadatta Institute of Management and Mass Communication,Karvenagar, Pune 411052 (Id: C-41907)",Recognized Center,Maharashtra
26188,"S.V.M.P.College of Engineering, Malegaon bk., Tal. Baramati, Dist Pune 413115 (Id: C-41453)",Affiliated College,Maharashtra
26189,"S.V.P.M.Institute and Technology, Malegaon, Tal.Baramati, Dist. Pune 413115 (Id: C-42168)",Recognized Center,Maharashtra
26190,"SWAMI SEVABHAVI SANSTHAS LOTUS INSTITUTE OF BUSINESS STUDIES, PUNE (Id: C-46646)",Affiliated College,Maharashtra
26191,"Swargeeya Sanjibhai Rupajibhai Memorial Trusts Arts, Commerce & Science College, Sanjibhai Dilkar Marg,Dadra Nagar Haveli, Sayali Silvasa 396230 (Id: C-41385)",Affiliated College,Dadra & Nagar Haveli
26192,"Swayam Sankalp Bahuuddeshiya Sanstha College of Management Studies, First Floor, Amar Hotel Complex, Lal Taki Road, Ahmednagar 414001. (Id: C-44592)",Affiliated College,Maharashtra
26193,"Symboisis Societys College of Arts & Commerce, Senapati Bapat Road, Pune 4 (Id: C-42128)",Affiliated College,Maharashtra
26194,"Synergy Foundations Synergy School of Commerce, Khajina Vihir Chowk, Sadashiv Peth,Pune 30 (Id: C-41218)",Affiliated College,Maharashtra
26195,"Synergy Institute of Advance Management, Sadashiv Peth,Pune 411030 (Id: C-42036)",Recognized Center,Maharashtra
26196,"The Anjuman Imdadut Tulba Sansthas Arts,Commerce & Science English Medium Night College, Malegaon, Dist. Nashik 423203 (Id: C-41356)",Affiliated College,Maharashtra
26197,"The D.C.M. Society of India Punes Dr.Babasaheb Ambedkar Commerce & Maharshi Vitthal Ramji Shinde Arts College, Ahilyashram,Nana Peth,Pune 2 (Id: C-41895)",Affiliated College,Maharashtra
26198,"The Deccan Muslim Eduction and Research Institute, New Modikhana, K.B.Hidaytullah Road, Camp, Pune 411001 (Id: C-41790)",Recognized Center,Maharashtra
26199,"The Institute of Sciences Dr. B.N.Purandare Rural Development Institute , Apte Prashala, Apte Road, Deccan Gymkhana, Pune 411004 (Id: C-41384)",Recognized Center,Maharashtra
26200,"The Maharashtra Technical Education Societys College of Hospital Management, Karve Road, Pune 411004 (Id: C-41240)",Recognized Center,Maharashtra
26201,"The New Education Institute, Nashik Late Sou. Ratnaprabha Prabhakar Vaishampayan Arts, Commerce & Science Night College, Off.Nashik District Court, Nashik 422002 (Id: C-41682)",Affiliated College,Maharashtra
26202,"The Poona Gujrati Kelwani Mandals H.V.Desai Senior College of Arts, Science & Commerce ,Budhawar Peth,Pune 2 (Id: C-41829)",Affiliated College,Maharashtra
26203,"The Shetkari Shikshan Mandals Padma Vasantdada Patil Institute of Technology, Bavdhan Khurd,Pune 38 (Id: C-41818)",Affiliated College,Maharashtra
26204,"Torrent Pharmaceutical Ltd., Research Centre, Gandhinagar, Bhatgaon, Gujrat State 382428 (Id: C-41624)",Recognized Center,Gujarat
26205,"Trimurti Pawan Pratishthans College of Education for Women Trimurtinagar, Nevasa Phata, Tal.Nevasa, Dist.Ahmednagar 414603 (Id: C-41500)",Affiliated College,Maharashtra
26206,"Trimurti Pawan Pratishthans College of Education Trimurtinagar, Nevasa Phata, Tal.Nevasa, Dist.Ahmednagar 414603 (Id: C-41702)",Affiliated College,Maharashtra
26207,"Trimurti Pawan Pratishthans Khasdar Shri Govindrao Aadik Law College, Shrirampur, Dist.Ahmednagar 413709 (Id: C-41265)",Affiliated College,Maharashtra
26208,"TSSM's Bhivarabai Sawant College of Engineering & Research, Narhe, Taluka Haveli, District Pune 411041. (Id: C-44585)",Affiliated College,Maharashtra
26209,"Tuljabhavani Education Social & Welfare Societys Shree Saptashringi Arts & Commerce College, Dangsoundane, Tal. Baglan, Dist. Nashik (Id: C-42071)",Affiliated College,Maharashtra
26210,"Tuljaram Chaturchand College, Baramati, Dist.Pune 413102 (Id: C-41853)",Recognized Center,Maharashtra
26211,"Varka Charitable Institutes Varka College of Technical & Higher Education, Arangaon, Tal. & Dist.Ahmednagar (Id: C-41821)",Affiliated College,Maharashtra
26212,"Varwand Gram Shikshan Sansthas Eknath Sitaram Divekar Arts, Science & Commerce Mahavidyalaya,Varwand, Tal.Daund,Dist.Pune (Id: C-41633)",Affiliated College,Maharashtra
26213,"Vasantdada Patil Pratishthans Guruvarya Sadanand Maharaj Arts & Commerce College, Kondhawa bk., Pune 48 (Id: C-42161)",Affiliated College,Maharashtra
26214,"Vastukala Research Foundations Shyamlal Gupta Inter National College of Architecture,Villholi,Gupta Marg, Tryambak road,Nashik 422002 (Id: C-41772)",Affiliated College,Maharashtra
26215,"Vidyabhavan College of Commerce, Bhairoba Nala, Pune 13 (Id: C-42042)",Affiliated College,Maharashtra
26216,"VIDYA LAXMI EDUCATIONAL TRUSTS INDIANA GLOBAL TECHNICAL CAMPUS, PUNE (Id: C-45900)",Recognized Center,Maharashtra
26217,"Vidya Niketan Global Institute's Vidya Niketan College of Engineering Address: 670, Taluka - Sangamner, District Ahmednagar 422602 (Id: C-41403)",Affiliated College,Maharashtra
26218,"Vidya Prasarini Sabhas Arts, Science & Commerce College, Lonavala, Tal. Maval,Dist.Pune (Id: C-42113)",Affiliated College,Maharashtra
26219,"Vidya Prasarini Sabhas B.Ed. College, Lonavala, Tal. Maval,Dist.Pune (Id: C-41279)",Affiliated College,Maharashtra
26220,"Vidya Pratishthan ( Maharashtra)'s College of Education, Ahmednagar. 414005 (Id: C-41259)",Affiliated College,Maharashtra
26221,"Vidya Pratishthan Sansthas College of Education,June Ayurved College, Maliwada, Ahmednagar 414001 (Id: C-41936)",Affiliated College,Maharashtra
26222,"Vidya Pratishthans Arts, Commerce & Science College, M.I.D.C.Baramati, Pune 413100 (Id: C-41926)",Affiliated College,Maharashtra
26223,"Vidya Pratishthans College of Education, Baramati, Pune 413133 (Id: C-41280)",Affiliated College,Maharashtra
26224,"Vidya Pratishthans College of Engineering, M.I.D.C.road, Baramati, Dist.Pune (Id: C-41689)",Affiliated College,Maharashtra
26225,"Vidya Pratishthans Commerce & Science College, Vidyanagari, Indapur, Dist.Pune (Id: C-41284)",Affiliated College,Maharashtra
26226,"Vidya Pratishthans Institute of Information Technology, Vidyanagari, Bhigwan Road, Baramati, Dist. Pune 413133 (Id: C-41620)",Recognized Center,Maharashtra
26227,"Vidya Pratishthans Law College, M.I.D.C.Bhigwan road,Baramati, Pune 413133 (Id: C-41621)",Affiliated College,Maharashtra
26228,"Vidya Pratishthans School of Biotechnology, Baramati, Dist.Pune (Id: C-41860)",Recognized Center,Maharashtra
26229,"Vikas Pratishthans Arts & Commerce College, Chandannagar, Pune 14 (Id: C-41570)",Affiliated College,Maharashtra
26230,"Vishal Junnar Seva Mandals Vishal Institute of Pharmaceutical Education & Research , Ale,Tal. Junnar,Dist.Pune 412411 (Id: C-42037)",Affiliated College,Maharashtra
26231,"Vishwabharati Academys College of Engineering, Jamkhed Road, Ahmednagar (Id: C-41587)",Affiliated College,Maharashtra
26232,"Vishwakarma Institute of Information Technology, Kondhwa Bk., Pune 411048 (Id: C-42078)",Recognized Center,Maharashtra
26233,"Vishwashanti Gurukul Teachers Training Academy, B.Ed.College, English Medium, Loni Kalbhor,Tal. Haveli, Dist. Pune 412210 (Id: C-42235)",Affiliated College,Maharashtra
26234,"Vivekanand College of Arts,Commerce & Science,Near Paachmukhi Maruti Mandir, Guruwar Peth, Pune 2 (Id: C-41399)",Affiliated College,Maharashtra
26235,"Vivekanand Institute of Social Sciences, Sadashiv Peth, Tilak Road, Pune 411030 (Id: C-42145)",Recognized Center,Maharashtra
26236,"Vivekanand Institute of Technologies, Padmabhushan Vasantdada Patil College of Architecture, Hadapasar, Pune 28 (Id: C-41874)",Affiliated College,Maharashtra
26237,"Vivekanand Institute of Technology School of Computer Studies and Research, Guruwar Peth, Near Panchmukhi Maruti Mandir, Jedhe Road, Pune 411002 (Id: C-41261)",Recognized Center,Maharashtra
26238,"V.P.S. Computer and Management Institute, Shivajinagar, Pune 411005 (Id: C-41650)",Recognized Center,Maharashtra
26239,"Yashwant Pratishthans Insitute of Business Management, Alandi, Pune 411105 (Id: C-41735)",Recognized Center,Maharashtra
26240,"Yashwantrao Chavan Academy of Development Administration, Pune 411007 (Id: C-41916)",Recognized Center,Maharashtra
26241,"Yoga Vidyadham, Nashik, Yog Bhavan, Kaivalyanagar, Nashik 422005 (Id: C-41712)",Recognized Center,Maharashtra
26242,"Youth Education & Welfare Societys Arts & Commerce College, National Campus, Moulana Azad Road, Sarada Circle, Nashik 422001 (Id: C-41751)",Affiliated College,Maharashtra
26243,"Zeal Education Societys College of Education, Sinhgad Road, Pune 51 (Id: C-41448)",Affiliated College,Maharashtra
26244,"Zeal Education Societys Dnyanganga College of Engineering & Research,Narhe, Tal.Haveli,Dist.Pune 41 (Id: C-41988)",Affiliated College,Maharashtra
26245,"Zeal Education Societys Dnyanganga Institute of Career Empowerment and Research, Narhe, Pune 411041 (Id: C-41828)",Recognized Center,Maharashtra
26246,"Aasra Institute of Advance Studies, Rajpura, Bhawanigarh, Sangrur (Id: C-22204)",Affiliated College,Punjab
26247,"AKAL COLLEGE FOR WOMEN, KHAMANO (Id: C-47297)",Affiliated College,Punjab
26248,"Akal College of Education for Women, Village Fatehgarh Chhanna, Distt. Sangrur (Id: C-22195)",Affiliated College,Punjab
26249,"Akal College of Education, Mastuana Sahib, Sangrur (Id: C-22280)",Affiliated College,Punjab
26250,"Akal College of Physical Education, Mastuana, Sangrur (Id: C-22171)",Affiliated College,Punjab
26251,"Akal Degree College for Women, Sangrur (Id: C-22152)",Affiliated College,Punjab
26252,"Akal Degree College, Mastuana, Sangrur (Id: C-22110)",Affiliated College,Punjab
26253,"Akal Sahae College of Education Kotkapura, Faridkot (Id: C-22219)",Affiliated College,Punjab
26254,"Aklia College of Education, Village Akliakalan, P.O. Goniana Mandi, Distt Bathinda (Id: C-22210)",Affiliated College,Punjab
26255,"Aklia Degree College, Jaitu Road, Goniana Mandi, Bathinda (Id: C-22094)",Affiliated College,Punjab
26256,"Amar Shahid Baba Ajit Singh Jujhar Singh Memorial College, Bela , Ropar (Id: C-22192)",Affiliated College,Punjab
26257,"Ambika College of Education, Opp. Village Badali, Badala road, Kharar, Ropar (Id: C-22141)",Affiliated College,Punjab
26258,"Army Institute of Law, Sector-68, Mohali. (Id: C-22215)",Affiliated College,Punjab
26259,"Arya Bhatta College, Barnala (Id: C-22279)",Affiliated College,Punjab
26260,"Aryans College of EducationVillage Nepra, Chandigarh-Patiala Highway, Near Banur, Teh. Rajpura (Id: C-22275)",Affiliated College,Punjab
26261,"Asian Educational Institute, Sirhind Road, Patiala (Id: C-22069)",Affiliated College,Punjab
26262,"Asra College of Education, Village Rajpura, Near Channo, Tehsil Bhawanigarh, (Id: C-22203)",Affiliated College,Punjab
26263,"Attri College of Education for Girls, Lalru Mandi, Near Shiv Mandir Road, Derabassi (Id: C-22100)",Affiliated College,Punjab
26264,"Baba Farid College, Deon (Id: C-22250)",Affiliated College,Punjab
26265,"Baba Farid College of Education, V&P.O. Deon, Muktsar Road, Bathinda (Id: C-22137)",Affiliated College,Punjab
26266,"Baba Farid College of Management & Technology, Mukatsar Road, Deon, Bathinda (Id: C-22185)",Affiliated College,Punjab
26267,"Baba Farid Law College, Faridkot (Id: C-22087)",Affiliated College,Punjab
26268,"Baba Moni Ji Maharaj Degree College, Lehra Mohabbat (Id: C-22155)",Affiliated College,Punjab
26269,"Baba Moni Ji Maharaj Education College, Lehra Mohabbat, Bathinda (Id: C-22099)",Affiliated College,Punjab
26270,"BABA PARMANAD KANYA MAHAVIDYALAYA, JAKHEPAL SUNAM (Id: C-47299)",Affiliated College,Punjab
26271,"Baba Shri Chand Ji Govt. College, Sardargarh (Id: C-22077)",Affiliated College,Punjab
26272,"Baba Zoravar Singh Fateh Singh Khalsa Girls College, Morinda, Ropar (Id: C-22240)",Affiliated College,Punjab
26273,"Bathinda College of Information & Technology, Bathinda (Id: C-22149)",Affiliated College,Punjab
26274,"Bathinda College of Law, Bathinda (Id: C-22262)",Affiliated College,Punjab
26275,"Bhagwati College of Education for girls, Bhikhi, Mansa (Id: C-22086)",Affiliated College,Punjab
26276,"Bhai Assa Singh Girls College, Goniana Mandi (Id: C-22167)",Affiliated College,Punjab
26277,BHAI BEHLO KHALSA GIRLS COLLEGE PHAFRE BAHI KE (Id: C-47286),Affiliated College,Punjab
26278,"Bhai Bhagtu girls college, Ramgarh, Bhagtuana, Faridkot (Id: C-22072)",Affiliated College,Punjab
26279,"Bhai Gurdas College of Law, Sangrur (Id: C-22229)",Affiliated College,Punjab
26280,"Bibi Bhani Panchayati Girls College, Khan-Manpur , Fatehgarh Sahib (Id: C-22134)",Affiliated College,Punjab
26281,"Brakkat Girls College of Education, Tallewal, Sangrur (Id: C-22267)",Affiliated College,Punjab
26282,"CGC, Ghauran (Department of Biofarma Sciences) V.P.O Ghauran, Tehsil Kharar, Mohali (Id: C-22158)",Affiliated College,Punjab
26283,"CGC Group of Colleges, Faculty of Management, V.P.O Ghauran, Tehsil Kharar, Mohali (Id: C-22130)",Affiliated College,Punjab
26284,"Chandigarh College of Education, Ladran, Mohali (Id: C-22283)",Affiliated College,Punjab
26285,"Chandiragh Business School, V.P.O Ghauran, Tehsil Kharar, Mohali (Id: C-22085)",Affiliated College,Punjab
26286,"College of Management and Technology, Shanti Nagar, Back side Urban Estate Phase -II, Patiala (Id: C-22194)",Affiliated College,Punjab
26287,"Colonel College of Education, Chural Kalan, Distt. Sangrur (Id: C-22252)",Affiliated College,Punjab
26288,"Colonel Degree College for Women, Chural Kalan, (Id: C-22075)",Affiliated College,Punjab
26289,"Continental College of Higher Studies, Jalvehra (Fatehgarh Sabib) (Id: C-22268)",Affiliated College,Punjab
26290,"Cordia College, Sangol, Fatehgarh Sahib (Id: C-22163)",Affiliated College,Punjab
26291,"Cordia Institute of Business Management, Sanghol, Fatehgarh Sahib. (Id: C-22284)",Affiliated College,Punjab
26292,CORIDA HOSPITALITY AND TOURISM MANAGEMENT INSTITUTE SANGHOL (Id: C-47339),Affiliated College,Punjab
26293,"D.A.V. College, Bathinda (Id: C-22148)",Affiliated College,Punjab
26294,"Desh Bhagat College, Bardwal Dhuri (Id: C-22187)",Affiliated College,Punjab
26295,"Desh Bhagat College of Education, Bardwal Dhuri, (Id: C-22066)",Affiliated College,Punjab
26296,"Desh Bhagat College of Education, Mandi Gobindgarh, Fatehgarh Sahib (Id: C-22147)",Affiliated College,Punjab
26297,"Desh Bhagat Institute of Management & Computer Sciences, Mandi Gobindgarh, Fatehgarh Sahib (Id: C-22249)",Affiliated College,Punjab
26298,"Divya Shikhsha Gurukul College of Education, Village Ghollu Majra, Derabassi-Lalru Highway, Distt. Mohali (Id: C-22183)",Affiliated College,Punjab
26299,"Doaba College of Education, Ghatour (Id: C-22103)",Affiliated College,Punjab
26300,"Dolhpin (PG) College of Life Sciences, Chuni, Fatehgarh Sahib (Id: C-22189)",Affiliated College,Punjab
26301,Dr. Balbir Singh Sahitya Kedra (Id: C-22161),PG Center / Off-Campus Center,Uttrakhand
26302,FETEH COLLEGE FOR WOMEN RAMPURA PHUL (Id: C-47296),Affiliated College,Punjab
26303,GANDHI MEMORIAL COLLEGE FOR WOMEN KOTHE KOTAPURA (Id: C-47289),Affiliated College,Punjab
26304,"General Shivdev Singh Diwan Gurbachan Singh Khalsa College, Patiala (Id: C-22129)",Affiliated College,Punjab
26305,"G.G.S. College of Education, Talwandi Sabo, Bathinda (Id: C-22112)",Affiliated College,Punjab
26306,GIAN JYOTI GIRLS COLLEGE GURTHARI ROAD SANGAT KALAN (Id: C-47287),Affiliated College,Punjab
26307,GLOBAL COLLEGE OF HIGHER EDUCATION NAGAL KHURD (Id: C-47298),Affiliated College,Punjab
26308,"Government Bikram College of Commerce, Patiala (Id: C-22139)",Affiliated College,Punjab
26309,"Government College for Girls, Patiala (Id: C-22264)",Affiliated College,Punjab
26310,"Government College, Mohali (Id: C-22159)",Affiliated College,Punjab
26311,"Government College, Rupnagar (Id: C-22113)",Affiliated College,Punjab
26312,"Government Mohindra College, Patiala (Id: C-22146)",Affiliated College,Punjab
26313,"Government Shivalik College, Naya Nangal (Id: C-22095)",Affiliated College,Punjab
26314,"Govt. Barjindra College, Faridkot (Id: C-22076)",Affiliated College,Punjab
26315,"Govt. College, Dera Bassi (Id: C-22140)",Affiliated College,Punjab
26316,Govt. College Gurne Khurd Sangrur (Id: C-22258),Affiliated College,Punjab
26317,"Govt. College, Malerkotla, Sangrur (Id: C-22191)",Affiliated College,Punjab
26318,"Govt. College, Munak (Id: C-22259)",Affiliated College,Punjab
